"נתוני שערים - הראל קרנות נאמנות בע""מ - הרל.NDX 100 ממ",,
תאריך,שער נעילה (באגורות), מחזור(אלפי ₪)
04/08/2019,7709,170.49
01/08/2019,7829,617.81
31/07/2019,7936,1811.59
30/07/2019,7947,194.58
29/07/2019,7968,1256.85
28/07/2019,7971,331.07
25/07/2019,7939,718.32
24/07/2019,7935,1156.93
23/07/2019,7923,387.48
22/07/2019,7887,594
21/07/2019,7816,50.49
18/07/2019,7848,619.69
17/07/2019,7932,196.59
16/07/2019,7970,89.54
15/07/2019,7934,617.55
14/07/2019,7916,106.39
11/07/2019,7907,5583.22
10/07/2019,7895,1215.7
09/07/2019,7760,1844.79
08/07/2019,7769,1033.03
07/07/2019,7836,81.07
04/07/2019,7886,383.93
03/07/2019,7811,1416.66
02/07/2019,7763,392.93
01/07/2019,7824,970.97
30/06/2019,7712,322.27
27/06/2019,7671,850.52
26/06/2019,7683,1226.08
25/06/2019,7709,345.09
24/06/2019,7749,624.23
23/06/2019,7705,116.19
20/06/2019,7767,1102.66
19/06/2019,7622,231.61
18/06/2019,7652,894.19
17/06/2019,7543,748.93
16/06/2019,7472,116.07
13/06/2019,7524,676.97
12/06/2019,7500,3048.15
11/06/2019,7561,440.49
10/06/2019,7512,571.81
06/06/2019,7232,855.7
05/06/2019,7222,129.95
04/06/2019,7046,306.07
03/06/2019,7077,582.38
02/06/2019,7098,282.29
30/05/2019,7251,1627.98
29/05/2019,7222,218.6
28/05/2019,7322,500.7
27/05/2019,7320,49.99
26/05/2019,7322,108.68
23/05/2019,7322,1219.14
22/05/2019,7429,807.18
21/05/2019,7458,285.52
20/05/2019,7398,536.93
19/05/2019,7510,148.14
16/05/2019,7530,548.24
15/05/2019,7402,142.95
14/05/2019,7386,200.06
13/05/2019,7413,1355.89
12/05/2019,7630,262.74
07/05/2019,7734,547.31
06/05/2019,7684,192.55
05/05/2019,7830,331.17
02/05/2019,7803,501.43
01/05/2019,7829,1508.61
30/04/2019,7806,708.72
29/04/2019,7863,681
28/04/2019,7868,130.69
24/04/2019,7837,233.14
23/04/2019,7742,115.96
22/04/2019,7695,308.53
21/04/2019,7752,44.5
18/04/2019,7713,1686.29
17/04/2019,7718,204.03
16/04/2019,7681,1389.68
15/04/2019,7657,1380.07
14/04/2019,7667,104.99
11/04/2019,7652,738.71
10/04/2019,7610,1091.24
08/04/2019,7607,382.89
07/04/2019,7638,460.84
04/04/2019,7572,377.73
03/04/2019,7570,166.74
02/04/2019,7507,335.5
01/04/2019,7470,468.99
31/03/2019,7403,83.91
28/03/2019,7351,413.4
27/03/2019,7408,322.92
26/03/2019,7419,430.86
25/03/2019,7339,452.48
24/03/2019,7333,874.09
20/03/2019,7389,2153.01
19/03/2019,7393,269.57
18/03/2019,7403,506.5
17/03/2019,7353,217.23
14/03/2019,7309,250.91
13/03/2019,7288,327.76
12/03/2019,7220,277.88
11/03/2019,7081,374.3
10/03/2019,7072,103.37
07/03/2019,7096,1681.59
06/03/2019,7196,401.04
05/03/2019,7189,824.4
04/03/2019,7239,936.35
03/03/2019,7200,132.39
28/02/2019,7144,404.93
27/02/2019,7117,405.57
26/02/2019,7147,921.73
25/02/2019,7197,395.49
24/02/2019,7139,137.92
21/02/2019,7098,428.51
20/02/2019,7122,746.62
19/02/2019,7104,361.22
18/02/2019,7099,129.86
17/02/2019,7111,111.97
14/02/2019,7052,930.64
13/02/2019,7086,860.03
12/02/2019,7001,71.2
11/02/2019,6977,597.49
10/02/2019,6935,133.5
07/02/2019,7008,70.14
06/02/2019,7058,964.02
05/02/2019,7016,1319.74
04/02/2019,6945,362.78
03/02/2019,6899,53
31/01/2019,6884,1040.72
30/01/2019,6755,307.13
29/01/2019,6730,136
28/01/2019,6723,191.51
27/01/2019,6811,90.45
24/01/2019,6735,1157.2
23/01/2019,6753,536.7
22/01/2019,6770,1269.72
21/01/2019,6815,53.97
20/01/2019,6917,33.41
17/01/2019,6708,221.91
16/01/2019,6774,1214.74
15/01/2019,6687,12695.11
14/01/2019,6589,84.46
13/01/2019,6696,74.53
10/01/2019,6622,349.23
09/01/2019,6630,188.2
08/01/2019,6596,693.3
07/01/2019,6490,1769.06
06/01/2019,6401,249.96
03/01/2019,6293,415.64
02/01/2019,6284,716.16
01/01/2019,6428,67.56
31/12/2018,6376,612.69
30/12/2018,6086,738.6
27/12/2018,6206,1230.98
26/12/2018,6055,2526.21
25/12/2018,5944,890.91
24/12/2018,6035,1965.22
23/12/2018,6073,975.76
20/12/2018,6364,1143.47
19/12/2018,6563,2153.79
18/12/2018,6560,1458.88
17/12/2018,6614,471.38
16/12/2018,6652,113.34
13/12/2018,6899,1098.73
12/12/2018,6870,880.44
11/12/2018,6856,909.12
10/12/2018,6717,1605.67
09/12/2018,6692,262.12
06/12/2018,6802,2977.25
05/12/2018,6961,373.29
04/12/2018,7112,667.88
03/12/2018,7192,188.49
02/12/2018,7088,508.03
29/11/2018,6958,142.16
28/11/2018,6805,91.57
27/11/2018,6726,343.93
