"נתוני שערים - הראל קרנות נאמנות בע""מ - הרל.NDX 100",,
תאריך,שער נעילה (באגורות), מחזור(אלפי ₪)
07/04/2019,2840,109.99
04/04/2019,2846,1322.15
03/04/2019,2841,1010.26
02/04/2019,2838,624.55
01/04/2019,2826,1827.24
31/03/2019,2796,62.68
28/03/2019,2776,207.28
27/03/2019,2796,7262.12
26/03/2019,2803,275.87
25/03/2019,2762,842.49
24/03/2019,2760,843.84
20/03/2019,2779,935.37
19/03/2019,2775,1234.35
18/03/2019,2768,987.49
17/03/2019,2758,113.98
14/03/2019,2735,818.99
13/03/2019,2740,473.78
12/03/2019,2727,10981.91
11/03/2019,2687,463.54
10/03/2019,2657,17.41
07/03/2019,2671,932.56
06/03/2019,2703,474.11
05/03/2019,2704,1063.85
04/03/2019,2731,824.75
03/03/2019,2715,147.28
28/02/2019,2690,10515.55
27/02/2019,2687,224.48
26/02/2019,2692,199
25/02/2019,2705,1125.28
24/02/2019,2658,25.95
21/02/2019,2666,811.82
20/02/2019,2675,1122.04
19/02/2019,2679,723.21
18/02/2019,2673,228.36
17/02/2019,2672,297.73
14/02/2019,2680,4460.29
13/02/2019,2685,1705.49
12/02/2019,2642,663.98
11/02/2019,2640,654.94
10/02/2019,2636,32.61
07/02/2019,2624,645.09
06/02/2019,2653,581.18
05/02/2019,2630,15055.68
04/02/2019,2609,1045.17
03/02/2019,2604,256.84
31/01/2019,2608,641.61
30/01/2019,2570,687.16
29/01/2019,2573,1367.28
28/01/2019,2566,614.71
27/01/2019,2601,50.81
24/01/2019,2570,564.04
23/01/2019,2578,729.34
22/01/2019,2602,944.21
21/01/2019,2615,243.79
20/01/2019,2617,174.63
17/01/2019,2564,691
16/01/2019,2586,1561.72
15/01/2019,2551,499.56
14/01/2019,2500,1063.29
13/01/2019,2530,175.27
10/01/2019,2507,343.82
09/01/2019,2532,4039.19
08/01/2019,2530,1432.04
07/01/2019,2507,768.2
06/01/2019,2471,72.64
03/01/2019,2447,1291.57
02/01/2019,2446,6159.1
01/01/2019,2491,2404.24
31/12/2018,2480,3578.52
30/12/2018,2368,905.98
27/12/2018,2414,2021.4
26/12/2018,2364,2554.54
25/12/2018,2304,1084.16
24/12/2018,2368,3275.67
23/12/2018,2356,1029.13
20/12/2018,2486,2203.25
19/12/2018,2566,487.92
18/12/2018,2559,1984.05
17/12/2018,2583,833.63
16/12/2018,2600,277.28
13/12/2018,2681,673.35
12/12/2018,2665,230.54
11/12/2018,2658,1364.38
10/12/2018,2572,1419.16
09/12/2018,2582,95.78
06/12/2018,2599,821.2
05/12/2018,2674,2036.42
04/12/2018,2737,250.16
